Name1,Name2,Name1_res,Draw,Name2_res,Names_x,Intelligence_x,Strength_x,Speed_x,Durability_x,Power_x,Combat_x,Names_y,Intelligence_y,Strength_y,Speed_y,Durability_y,Power_y,Combat_y
Colossus,Steel,90.0,0.0,10.0,Colossus,55.0,75.0,25.0,60.0,60.0,60.0,Steel,82.5,55.0,32.5,57.5,57.5,42.5
Shazam,Big Barda,25.0,25.0,50.0,Shazam,70.0,92.5,77.5,70.0,80.0,48.75,Big Barda,72.5,87.5,65.0,75.0,67.5,100.0
Daredevil,Red Skull,100.0,0.0,0.0,Daredevil,80.0,26.5,34.25,31.0,41.75,93.75,Red Skull,82.5,43.75,39.75,37.5,43.75,75.0
Superman,Darkseid,33.0,0.0,67.0,Superman,80.13,93.59,88.62,77.69,83.72,70.9,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14
A-Bomb,Mandarin,0.0,33.3,66.7,A-Bomb,55.0,95.0,65.0,65.0,55.0,65.0,Mandarin,67.5,34.0,25.25,31.5,44.0,61.25
Deadpool,Batman,60.5,1.2,38.3,Deadpool,68.75,42.25,35.5,51.25,57.5,93.75,Batman,82.33,17.62,21.84,18.4,24.6,92.56
Vixen,Harley Quinn,50.0,50.0,0.0,Vixen,65.0,25.0,25.0,20.0,50.0,70.0,Harley Quinn,66.36,6.64,14.91,11.36,15.64,70.91
Silver Surfer,Apocalypse,89.5,2.6,7.9,Silver Surfer,89.0,89.5,100.0,87.0,95.5,70.0,Apocalypse,88.12,81.88,32.38,65.0,91.25,58.75
Stargirl,Nick Fury,50.0,50.0,0.0,Stargirl,62.5,27.5,65.0,30.0,60.0,67.5,Nick Fury,80.0,3.5,25.5,10.5,7.5,65.0
Green Lantern,War Machine,86.4,4.5,9.1,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,War Machine,59.0,60.0,52.0,52.0,58.0,67.0
Quicksilver,Electro,100.0,0.0,0.0,Quicksilver,67.0,40.0,73.0,35.4,63.0,53.0,Electro,56.0,15.4,30.2,15.6,44.0,32.0
Jessica Jones,Huntress,100.0,0.0,0.0,Jessica Jones,62.5,25.0,19.0,17.5,30.0,57.5,Huntress,62.0,1.0,11.8,7.0,9.6,63.0
Jessica Jones,Luke Cage,16.0,4.0,80.0,Jessica Jones,62.5,25.0,19.0,17.5,30.0,57.5,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0
Star-Lord,Atlas,0.0,50.0,50.0,Star-Lord,68.75,32.75,25.25,25.0,38.75,66.25,Atlas,60.0,100.0,50.0,100.0,100.0,75.0
3-D Man,3-D Man,85.7,3.6,10.7,3-D Man,55.0,9.0,9.0,9.0,60.0,30.0,3-D Man,55.0,9.0,9.0,9.0,60.0,30.0
3-D Man,Agent 355,100.0,0.0,0.0,3-D Man,55.0,9.0,9.0,9.0,60.0,30.0,Agent 355,60.0,1.0,6.0,10.0,0.0,70.0
3-D Man,Ant-Man,0.0,0.0,100.0,3-D Man,55.0,9.0,9.0,9.0,60.0,30.0,Ant-Man,78.33,28.67,19.33,20.0,31.67,56.67
Two-Face,Aqualad,0.0,0.0,100.0,Two-Face,60.0,7.0,12.25,8.75,8.75,39.75,Aqualad,58.75,17.5,25.0,18.75,51.25,36.25
Wonder Woman,Big Barda,74.6,1.7,23.7,Wonder Woman,79.5,88.0,76.0,73.75,81.5,87.75,Big Barda,72.5,87.5,65.0,75.0,67.5,100.0
Count Vertigo,Deathstroke,14.3,14.3,71.4,Count Vertigo,65.0,1.0,17.0,10.0,30.0,50.0,Deathstroke,73.46,20.69,27.08,21.15,38.08,96.54
Atom,Deathstroke,0.0,20.0,80.0,Atom,86.67,26.67,19.0,25.0,50.0,41.67,Deathstroke,73.46,20.69,27.08,21.15,38.08,96.54
Atom,Deadshot,50.0,50.0,0.0,Atom,86.67,26.67,19.0,25.0,50.0,41.67,Deadshot,58.57,5.14,16.14,9.29,13.86,65.0
Iron Man,Mister Mxyzptlk,0.0,0.0,100.0,Iron Man,88.08,78.85,65.58,71.27,80.58,71.54,Mister Mxyzptlk,95.0,100.0,100.0,100.0,100.0,50.0
Batman,Deadshot,90.9,2.3,6.8,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Deadshot,58.57,5.14,16.14,9.29,13.86,65.0
Superman,Deathstroke,88.9,0.0,11.1,Superman,80.13,93.59,88.62,77.69,83.72,70.9,Deathstroke,73.46,20.69,27.08,21.15,38.08,96.54
Venom,Toxin,21.9,3.1,75.0,Venom,62.14,30.0,21.43,25.71,52.14,75.0,Toxin,65.0,45.0,35.0,51.67,71.67,71.67
Venom,Beta Ray Bill,0.0,25.0,75.0,Venom,62.14,30.0,21.43,25.71,52.14,75.0,Beta Ray Bill,70.0,100.0,100.0,100.0,100.0,80.0
Toad,Cyclops,33.3,33.3,33.3,Toad,55.0,25.0,19.0,15.0,30.0,10.0,Cyclops,67.5,35.0,34.75,40.0,67.5,67.5
Iron Man,Bizarro,21.2,0.0,78.8,Iron Man,88.08,78.85,65.58,71.27,80.58,71.54,Bizarro,35.0,100.0,75.0,83.33,75.0,33.33
Invisible Woman,Venom,33.3,11.1,55.6,Invisible Woman,77.5,25.5,19.5,50.0,67.5,47.5,Venom,62.14,30.0,21.43,25.71,52.14,75.0
Batman,Doomsday,16.0,4.0,80.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Doomsday,41.67,100.0,75.83,85.0,91.67,49.17
Cyborg,Firestorm,0.0,14.3,85.7,Cyborg,73.89,55.0,47.89,41.11,58.89,42.78,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25
Cyborg,Lex Luthor,16.7,0.0,83.3,Cyborg,73.89,55.0,47.89,41.11,58.89,42.78,Lex Luthor,90.0,51.64,53.45,45.27,42.36,43.73
Deadpool,Magneto,42.1,0.0,57.9,Deadpool,68.75,42.25,35.5,51.25,57.5,93.75,Magneto,80.0,82.5,47.5,65.0,85.0,60.0
Spider-Man,Captain America,80.7,0.0,19.3,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26,Captain America,73.12,36.31,37.56,34.75,49.38,93.12
Darkseid,Silver Surfer,74.9,1.5,23.6,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14,Silver Surfer,89.0,89.5,100.0,87.0,95.5,70.0
Anti-Man,Goliath,100.0,0.0,0.0,Anti-Man,90.0,100.0,100.0,100.0,100.0,90.0,Goliath,40.0,30.0,50.0,40.0,40.0,100.0
Holocaust,Iron Man,0.0,100.0,0.0,Holocaust,52.5,25.0,25.0,42.5,60.0,57.5,Iron Man,88.08,78.85,65.58,71.27,80.58,71.54
A-Bomb,Ra's Al Ghul,66.7,33.3,0.0,A-Bomb,55.0,95.0,65.0,65.0,55.0,65.0,Ra's Al Ghul,79.0,18.8,23.8,11.4,22.2,85.0
Green Lantern,Professor X,25.0,25.0,50.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Professor X,80.0,1.0,1.0,3.67,75.0,8.67
Agent Zero,Swamp Thing,0.0,0.0,100.0,Agent Zero,65.0,5.0,17.0,10.0,15.0,85.0,Swamp Thing,86.67,88.33,72.5,77.5,88.33,53.33
Batman II,Deathstroke,10.0,0.0,90.0,Batman II,80.0,8.0,20.0,15.0,20.0,90.0,Deathstroke,73.46,20.69,27.08,21.15,38.08,96.54
Ajax,Batman II,50.0,50.0,0.0,Ajax,65.0,15.0,6.0,10.0,10.0,75.0,Batman II,80.0,8.0,20.0,15.0,20.0,90.0
3-D Man,Superman,0.0,0.0,100.0,3-D Man,55.0,9.0,9.0,9.0,60.0,30.0,Superman,80.13,93.59,88.62,77.69,83.72,70.9
Absorbing Man,Static,50.0,0.0,50.0,Absorbing Man,48.33,75.0,40.67,78.33,73.33,55.0,Static,80.0,1.0,25.0,20.0,55.0,35.0
Absorbing Man,Iron Man,75.0,0.0,25.0,Absorbing Man,48.33,75.0,40.67,78.33,73.33,55.0,Iron Man,88.08,78.85,65.58,71.27,80.58,71.54
Bane,Daredevil,71.4,7.1,21.4,Bane,67.78,26.78,21.33,13.22,22.78,70.0,Daredevil,80.0,26.5,34.25,31.0,41.75,93.75
Reverse Flash,Firestorm,80.0,0.0,20.0,Reverse Flash,93.33,31.67,100.0,56.67,90.0,81.67,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25
Jean Grey,Darkseid,16.7,0.0,83.3,Jean Grey,65.0,53.33,44.0,43.33,70.0,49.67,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14
Batman,Batman II,82.9,0.0,17.1,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Batman II,80.0,8.0,20.0,15.0,20.0,90.0
Martian Manhunter,Sentry,46.2,2.2,51.6,Martian Manhunter,73.5,90.0,65.5,52.5,78.5,63.0,Sentry,83.75,100.0,100.0,100.0,100.0,65.0
Scarlet Spider,Maxima,0.0,0.0,100.0,Scarlet Spider,80.0,30.0,22.0,30.0,45.0,60.0,Maxima,80.0,100.0,85.0,75.0,80.0,60.0
3-D Man,Bane,0.0,12.5,87.5,3-D Man,55.0,9.0,9.0,9.0,60.0,30.0,Bane,67.78,26.78,21.33,13.22,22.78,70.0
Ajax,Archangel,0.0,50.0,50.0,Ajax,65.0,15.0,6.0,10.0,10.0,75.0,Archangel,60.0,12.33,26.67,20.0,55.0,50.0
Agent Zero,Gamora,0.0,0.0,100.0,Agent Zero,65.0,5.0,17.0,10.0,15.0,85.0,Gamora,65.0,20.0,47.0,42.5,52.5,90.0
Anti-Venom,Booster Gold,33.3,33.3,33.3,Anti-Venom,60.0,40.0,25.0,47.5,62.5,72.5,Booster Gold,73.33,41.67,60.0,55.0,65.0,51.67
Deadpool,Hulk,21.3,0.8,77.9,Deadpool,68.75,42.25,35.5,51.25,57.5,93.75,Hulk,65.83,91.39,62.83,78.89,85.56,68.06
Power Girl,A-Bomb,75.0,25.0,0.0,Power Girl,77.5,86.25,71.25,80.0,86.25,57.5,A-Bomb,55.0,95.0,65.0,65.0,55.0,65.0
Thor,Abomination,89.7,0.0,10.3,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Abomination,72.5,95.0,62.5,72.5,70.0,72.5
Thor,Abomination,89.7,0.0,10.3,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Abomination,72.5,95.0,62.5,72.5,70.0,72.5
Thor,Venom,91.0,0.0,9.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Venom,62.14,30.0,21.43,25.71,52.14,75.0
Thor,Venom,91.0,0.0,9.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Venom,62.14,30.0,21.43,25.71,52.14,75.0
Thor,Vision,96.2,0.0,3.8,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Vision,89.17,67.5,53.33,58.33,74.17,69.17
Thor,Vision,96.2,0.0,3.8,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Vision,89.17,67.5,53.33,58.33,74.17,69.17
Thor,Wolverine,88.7,0.0,11.3,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5
Thor,Wolverine,88.7,0.0,11.3,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5
Wolverine,Batman,74.2,0.3,25.4,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5,Batman,82.33,17.62,21.84,18.4,24.6,92.56
Thor,Ares,100.0,0.0,0.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Ares,94.17,97.5,83.33,83.33,90.83,100.0
Thor,Ares,100.0,0.0,0.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Ares,80.0,90.0,75.0,95.0,80.0,100.0
Thor,Ares,100.0,0.0,0.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Ares,94.17,97.5,83.33,83.33,90.83,100.0
Thor,Ares,100.0,0.0,0.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Ares,80.0,90.0,75.0,95.0,80.0,100.0
Thor,Galactus,12.3,0.0,87.7,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Galactus,98.33,100.0,98.33,96.67,97.0,76.0
Thor,Galactus,12.3,0.0,87.7,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Galactus,98.33,100.0,98.33,96.67,97.0,76.0
Spider-Man,Superman,14.3,0.0,85.7,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26,Superman,80.13,93.59,88.62,77.69,83.72,70.9
Daredevil,Nightwing,62.7,1.3,36.0,Daredevil,80.0,26.5,34.25,31.0,41.75,93.75,Nightwing,77.5,9.38,17.25,10.62,15.12,93.12
Carnage,Flash,0.0,0.0,100.0,Carnage,65.71,42.29,34.86,33.57,60.0,73.57,Flash,74.52,24.33,98.1,47.24,83.33,57.1
Iceman,Green Lantern,50.0,0.0,50.0,Iceman,58.33,24.33,31.33,50.0,71.67,56.67,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Red Tornado,Iron Man,54.5,3.0,42.4,Red Tornado,80.0,55.0,56.67,51.67,76.67,40.0,Iron Man,88.08,78.85,65.58,71.27,80.58,71.54
Isis,Firelord,72.7,18.2,9.1,Isis,67.5,87.5,65.0,60.0,77.5,60.0,Firelord,60.0,85.0,100.0,100.0,100.0,75.0
Green Lantern,Green Goblin,66.7,0.0,33.3,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Green Goblin,80.0,25.0,22.5,25.0,30.0,57.5
Captain America,Wolverine,17.8,0.6,81.5,Captain America,73.12,36.31,37.56,34.75,49.38,93.12,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5
Lex Luthor,Wolverine,56.3,0.0,43.8,Lex Luthor,90.0,51.64,53.45,45.27,42.36,43.73,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5
A-Bomb,Robin,100.0,0.0,0.0,A-Bomb,55.0,95.0,65.0,65.0,55.0,65.0,Robin,73.57,8.5,12.71,10.21,12.86,83.21
Superboy,Hulk,19.0,0.0,81.0,Superboy,68.33,80.0,71.67,60.83,77.5,51.67,Hulk,65.83,91.39,62.83,78.89,85.56,68.06
Power Girl,Watcher,0.0,0.0,100.0,Power Girl,77.5,86.25,71.25,80.0,86.25,57.5,Watcher,100.0,100.0,100.0,100.0,100.0,50.0
Killer Croc,Nick Fury,0.0,0.0,100.0,Killer Croc,47.0,28.0,15.4,15.8,28.0,39.0,Nick Fury,80.0,3.5,25.5,10.5,7.5,65.0
Bane,Quicksilver,33.3,0.0,66.7,Bane,67.78,26.78,21.33,13.22,22.78,70.0,Quicksilver,67.0,40.0,73.0,35.4,63.0,53.0
Ghost Rider,3-D Man,100.0,0.0,0.0,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75,3-D Man,55.0,9.0,9.0,9.0,60.0,30.0
Iron Fist,Nova,50.0,0.0,50.0,Iron Fist,71.0,33.0,26.2,25.0,55.0,100.0,Nova,77.0,85.0,100.0,89.0,89.0,74.0
Invisible Woman,Swamp Thing,0.0,0.0,100.0,Invisible Woman,77.5,25.5,19.5,50.0,67.5,47.5,Swamp Thing,86.67,88.33,72.5,77.5,88.33,53.33
Deadpool,Spider-Man,44.1,2.3,53.6,Deadpool,68.75,42.25,35.5,51.25,57.5,93.75,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26
Moon Knight,Kingpin,50.0,0.0,50.0,Moon Knight,68.33,50.0,50.0,45.0,58.33,88.33,Kingpin,66.25,22.0,14.0,17.5,12.5,65.0
Deadpool,Carnage,32.8,3.4,63.8,Deadpool,68.75,42.25,35.5,51.25,57.5,93.75,Carnage,65.71,42.29,34.86,33.57,60.0,73.57
Deadpool,Moon Knight,53.3,0.0,46.7,Deadpool,68.75,42.25,35.5,51.25,57.5,93.75,Moon Knight,68.33,50.0,50.0,45.0,58.33,88.33
Krypto,Heat Wave,100.0,0.0,0.0,Krypto,45.0,75.0,87.5,67.5,67.5,25.0,Heat Wave,55.0,3.0,6.0,6.0,9.5,35.0
Krypto,Superman,5.6,0.0,94.4,Krypto,45.0,75.0,87.5,67.5,67.5,25.0,Superman,80.13,93.59,88.62,77.69,83.72,70.9
Superman,Fallen One,25.8,0.0,74.2,Superman,80.13,93.59,88.62,77.69,83.72,70.9,Fallen One,77.5,100.0,100.0,95.0,97.5,80.0
Batman,Ant-Man,51.0,0.0,49.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Ant-Man,78.33,28.67,19.33,20.0,31.67,56.67
Hulk,Doctor Fate,7.0,0.0,93.0,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Doctor Fate,87.5,95.62,98.12,93.75,100.0,70.62
Thor,Sentry,42.5,1.5,56.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Sentry,83.75,100.0,100.0,100.0,100.0,65.0
Thor,Sentry,42.5,1.5,56.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Sentry,83.75,100.0,100.0,100.0,100.0,65.0
Batman,Black Spider,100.0,0.0,0.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Black Spider,65.0,6.0,25.0,10.0,12.0,55.0
Jean Grey,Martian Manhunter,16.7,0.0,83.3,Jean Grey,65.0,53.33,44.0,43.33,70.0,49.67,Martian Manhunter,73.5,90.0,65.5,52.5,78.5,63.0
Thor,Black Adam,57.3,1.8,40.9,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Black Adam,85.0,91.0,96.0,80.0,88.0,90.0
Thor,Black Adam,57.3,1.8,40.9,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Black Adam,85.0,91.0,96.0,80.0,88.0,90.0
Hulk,Doomsday,35.8,1.3,62.9,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Doomsday,41.67,100.0,75.83,85.0,91.67,49.17
Beast,Blade,33.3,0.0,66.7,Beast,87.5,19.0,18.0,20.0,42.5,55.0,Blade,62.5,22.5,25.0,22.5,35.0,87.5
Hulk,Juggernaut,74.3,2.7,23.0,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Juggernaut,60.0,85.0,77.0,85.0,91.0,66.0
Abomination,Black Bolt,0.0,0.0,100.0,Abomination,72.5,95.0,62.5,72.5,70.0,72.5,Black Bolt,65.0,57.5,47.5,57.5,82.5,82.5
Krypto,Black Bolt,100.0,0.0,0.0,Krypto,45.0,75.0,87.5,67.5,67.5,25.0,Black Bolt,65.0,57.5,47.5,57.5,82.5,82.5
Krypto,Superboy,20.0,0.0,80.0,Krypto,45.0,75.0,87.5,67.5,67.5,25.0,Superboy,68.33,80.0,71.67,60.83,77.5,51.67
Krypto,Supergirl,16.7,0.0,83.3,Krypto,45.0,75.0,87.5,67.5,67.5,25.0,Supergirl,66.0,97.5,93.5,74.5,83.5,57.0
Baron Zemo,Supergirl,0.0,0.0,100.0,Baron Zemo,81.67,6.0,16.67,13.33,15.0,76.67,Supergirl,66.0,97.5,93.5,74.5,83.5,57.0
Baron Zemo,Captain America,9.4,3.1,87.5,Baron Zemo,81.67,6.0,16.67,13.33,15.0,76.67,Captain America,73.12,36.31,37.56,34.75,49.38,93.12
Winter Soldier,Captain America,13.0,1.1,85.9,Winter Soldier,63.33,25.0,20.67,15.0,20.0,80.0,Captain America,73.12,36.31,37.56,34.75,49.38,93.12
Iron Man,Batman II,90.0,0.0,10.0,Iron Man,88.08,78.85,65.58,71.27,80.58,71.54,Batman II,80.0,8.0,20.0,15.0,20.0,90.0
Green Arrow,Reverse Flash,0.0,0.0,100.0,Green Arrow,67.5,4.5,14.17,10.67,12.83,73.33,Reverse Flash,93.33,31.67,100.0,56.67,90.0,81.67
Sentry,Blue Marvel,75.3,0.0,24.7,Sentry,83.75,100.0,100.0,100.0,100.0,65.0,Blue Marvel,95.0,100.0,100.0,100.0,100.0,95.0
Hercules,Thor,22.6,0.9,76.4,Hercules,70.0,100.0,75.0,100.0,100.0,85.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0
Hercules,Thor,22.6,0.9,76.4,Hercules,70.0,100.0,75.0,100.0,100.0,85.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25
Hercules,Thor,22.6,0.9,76.4,Hercules,65.0,100.0,80.0,100.0,100.0,100.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0
Hercules,Thor,22.6,0.9,76.4,Hercules,65.0,100.0,80.0,100.0,100.0,100.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25
Arsenal,Nightwing,30.0,0.0,70.0,Arsenal,85.0,1.0,10.0,8.0,17.0,85.0,Nightwing,77.5,9.38,17.25,10.62,15.12,93.12
Hercules,Superman,25.7,2.0,72.3,Hercules,70.0,100.0,75.0,100.0,100.0,85.0,Superman,80.13,93.59,88.62,77.69,83.72,70.9
Hercules,Superman,25.7,2.0,72.3,Hercules,65.0,100.0,80.0,100.0,100.0,100.0,Superman,80.13,93.59,88.62,77.69,83.72,70.9
Captain America,Captain Planet,16.7,0.0,83.3,Captain America,73.12,36.31,37.56,34.75,49.38,93.12,Captain Planet,90.0,100.0,80.0,90.0,100.0,70.0
Sentry,Beyonder,23.3,0.0,76.7,Sentry,83.75,100.0,100.0,100.0,100.0,65.0,Beyonder,100.0,100.0,100.0,98.0,100.0,90.0
Thor,Shazam,69.9,1.1,28.9,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Shazam,70.0,92.5,77.5,70.0,80.0,48.75
Thor,Shazam,69.9,1.1,28.9,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Shazam,70.0,92.5,77.5,70.0,80.0,48.75
Robin,Robin II,85.2,0.0,14.8,Robin,73.57,8.5,12.71,10.21,12.86,83.21,Robin II,70.0,1.0,17.0,10.0,10.0,85.0
Ant-Man,Ant-Man,62.1,0.0,37.9,Ant-Man,78.33,28.67,19.33,20.0,31.67,56.67,Ant-Man,78.33,28.67,19.33,20.0,31.67,56.67
Green Lantern,Beta Ray Bill,30.8,3.8,65.4,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Beta Ray Bill,70.0,100.0,100.0,100.0,100.0,80.0
Onslaught,Superman,73.3,0.0,26.7,Onslaught,95.0,100.0,100.0,100.0,100.0,80.0,Superman,80.13,93.59,88.62,77.69,83.72,70.9
Wolverine,Superman,3.0,0.0,97.0,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5,Superman,80.13,93.59,88.62,77.69,83.72,70.9
Valkyrie,Superman,0.0,0.0,100.0,Valkyrie,69.0,66.0,75.0,71.0,75.0,85.0,Superman,80.13,93.59,88.62,77.69,83.72,70.9
Thanos,Superman,66.5,1.0,32.5,Thanos,94.64,96.43,77.86,86.07,93.93,96.07,Superman,80.13,93.59,88.62,77.69,83.72,70.9
Captain America,Flash,11.1,0.0,88.9,Captain America,73.12,36.31,37.56,34.75,49.38,93.12,Flash,74.52,24.33,98.1,47.24,83.33,57.1
Captain America,Abraxas,0.0,0.0,100.0,Captain America,73.12,36.31,37.56,34.75,49.38,93.12,Abraxas,100.0,100.0,100.0,100.0,100.0,70.0
Superman,Captain America,90.4,0.0,9.6,Superman,80.13,93.59,88.62,77.69,83.72,70.9,Captain America,73.12,36.31,37.56,34.75,49.38,93.12
Batman,Captain America,100.0,0.0,0.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Captain America,73.12,36.31,37.56,34.75,49.38,93.12
Batman,Daredevil,76.3,0.0,23.7,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Daredevil,80.0,26.5,34.25,31.0,41.75,93.75
Superman,Daredevil,92.9,0.0,7.1,Superman,80.13,93.59,88.62,77.69,83.72,70.9,Daredevil,80.0,26.5,34.25,31.0,41.75,93.75
Sentry,Superboy-Prime,25.8,0.0,74.2,Sentry,83.75,100.0,100.0,100.0,100.0,65.0,Superboy-Prime,80.0,100.0,100.0,100.0,100.0,100.0
Superman,Superboy-Prime,22.0,0.0,78.0,Superman,80.13,93.59,88.62,77.69,83.72,70.9,Superboy-Prime,80.0,100.0,100.0,100.0,100.0,100.0
Batman,Thor,8.6,1.3,90.1,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Thor,60.0,100.0,100.0,100.0,100.0,80.0
Batman,Thor,8.6,1.3,90.1,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Thor,69.5,95.5,79.75,79.0,90.0,83.25
Mister Fantastic,Plastic Man,35.5,1.8,62.7,Mister Fantastic,95.0,57.17,57.0,66.67,79.17,72.5,Plastic Man,70.0,45.0,25.0,60.0,60.0,60.0
Sentry,Batman,84.0,0.0,16.0,Sentry,83.75,100.0,100.0,100.0,100.0,65.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56
Storm,Bane,100.0,0.0,0.0,Storm,63.75,15.25,21.5,30.0,63.75,72.5,Bane,67.78,26.78,21.33,13.22,22.78,70.0
Martian Manhunter,Silver Surfer,17.0,0.7,82.3,Martian Manhunter,73.5,90.0,65.5,52.5,78.5,63.0,Silver Surfer,89.0,89.5,100.0,87.0,95.5,70.0
Black Panther,Shadowcat,100.0,0.0,0.0,Black Panther,88.33,50.0,49.44,50.22,51.67,97.78,Shadowcat,70.0,1.0,10.33,18.33,58.33,55.0
Quicksilver,Two-Face,100.0,0.0,0.0,Quicksilver,67.0,40.0,73.0,35.4,63.0,53.0,Two-Face,60.0,7.0,12.25,8.75,8.75,39.75
Gorilla Grodd,Thing,62.5,0.0,37.5,Gorilla Grodd,73.75,22.25,19.75,22.5,41.25,42.5,Thing,63.75,97.5,43.75,85.0,75.0,62.5
Loki,Magneto,70.0,0.0,30.0,Loki,88.12,71.88,71.25,71.88,87.5,82.5,Magneto,80.0,82.5,47.5,65.0,85.0,60.0
Captain America,Deathstroke,26.1,2.5,71.4,Captain America,73.12,36.31,37.56,34.75,49.38,93.12,Deathstroke,73.46,20.69,27.08,21.15,38.08,96.54
Red Skull,Two-Face,100.0,0.0,0.0,Red Skull,82.5,43.75,39.75,37.5,43.75,75.0,Two-Face,60.0,7.0,12.25,8.75,8.75,39.75
Batman,John Constantine,18.2,0.0,81.8,Batman,82.33,17.62,21.84,18.4,24.6,92.56,John Constantine,82.14,20.43,27.29,36.43,77.14,53.57
Clayface,Daredevil,33.3,0.0,66.7,Clayface,57.5,25.0,30.5,18.25,40.0,34.75,Daredevil,80.0,26.5,34.25,31.0,41.75,93.75
Iceman,Jean Grey,0.0,25.0,75.0,Iceman,58.33,24.33,31.33,50.0,71.67,56.67,Jean Grey,65.0,53.33,44.0,43.33,70.0,49.67
Phoenix,Jean Grey,84.6,0.0,15.4,Phoenix,84.5,100.0,100.0,100.0,99.0,76.0,Jean Grey,65.0,53.33,44.0,43.33,70.0,49.67
Catwoman,Green Lantern,0.0,0.0,100.0,Catwoman,58.75,4.12,10.62,9.56,14.19,59.69,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Brainiac,Superboy,100.0,0.0,0.0,Brainiac,96.25,96.25,80.88,68.75,85.62,59.38,Superboy,68.33,80.0,71.67,60.83,77.5,51.67
Brainiac,War Machine,87.5,0.0,12.5,Brainiac,96.25,96.25,80.88,68.75,85.62,59.38,War Machine,59.0,60.0,52.0,52.0,58.0,67.0
Brainiac,Sinestro,66.7,0.0,33.3,Brainiac,96.25,96.25,80.88,68.75,85.62,59.38,Sinestro,75.0,83.33,91.67,90.0,88.33,56.67
Sinestro,Spider-Man,46.7,0.0,53.3,Sinestro,75.0,83.33,91.67,90.0,88.33,56.67,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26
Sinestro,Destroyer,0.0,0.0,100.0,Sinestro,75.0,83.33,91.67,90.0,88.33,56.67,Destroyer,68.33,78.33,73.33,78.33,86.67,90.0
Sinestro,She-Hulk,50.0,0.0,50.0,Sinestro,75.0,83.33,91.67,90.0,88.33,56.67,She-Hulk,65.0,76.67,56.67,75.0,71.67,71.67
